question,answer,movie_name
不 是 反過來 ， 我們 不 自己 錄試 聽 帶,我們 是 勘探 者 ， 我們 是 投資 者,曼哈頓戀習曲
我們 是 勘探 者 ， 我們 是 投資 者,我們 是 在 挖掘 金礦,曼哈頓戀習曲
弄 一 捲 試聽帶 ， 我們 再 回覆 你,我 現在 能 做 的 只有 這樣 了,曼哈頓戀習曲
我 一直 在 想,我們 幹嘛 去 租 一 間 錄音室 ？,曼哈頓戀習曲
我們 幹嘛 去 租 一 間 錄音室 ？,因為 你 需要 混音台 、 錄音間 跟 隔音,曼哈頓戀習曲
因為 你 需要 混音台 、 錄音間 跟 隔音,只要 有 電腦 、 錄音 軟體 跟 麥克風,曼哈頓戀習曲
只要 有 電腦 、 錄音 軟體 跟 麥克風,整 座 城市 都 會 是 我們 的 錄音間,曼哈頓戀習曲
整 座 城市 都 會 是 我們 的 錄音間,你 是 說 要 在 室 外 錄音 ？,曼哈頓戀習曲
沒 錯    例如 哪裡 ？,無所不在,曼哈頓戀習曲
無所不在,去 他 的,曼哈頓戀習曲
每 首 歌 都 在 不同 地方 錄,走遍 整 個 紐約,曼哈頓戀習曲
而且 我們 要 在 夏天 錄完,向 這 座 美麗 、 瘋狂 而 又 混亂 的 城市,曼哈頓戀習曲
向 這 座 美麗 、 瘋狂 而 又 混亂 的 城市,紐約 ， 作出 一 次 致敬,曼哈頓戀習曲
好 吧,在 下 東區 的 橋 下,曼哈頓戀習曲
在 唐人街 、 在 聖約翰 大 教堂,在 地下鐵 、 在 哈林區 ， 無所不在,曼哈頓戀習曲
不管 發生 什麼 事 ， 我們 都 錄下來,如果 我們 被 抓 的話 呢 ？,曼哈頓戀習曲
如果 我們 被 抓 的話 呢 ？,繼續錄 ！ 那 一定 很 美,曼哈頓戀習曲
繼續錄 ！ 那 一定 很 美,妳 喜歡 嗎 ？,曼哈頓戀習曲
妳 喜歡 嗎 ？,妳 怎麼 想 ？ 這 很 棒,曼哈頓戀習曲
妳 怎麼 想 ？ 這 很 棒,你 願意 當 製作人 嗎 ？,曼哈頓戀習曲
我 ？    對,我 很 久 沒 當 製作人 了,曼哈頓戀習曲
我們 可以 找 個 年輕人 來 製作,不 ， 我 要 你 來 製作,曼哈頓戀習曲
不 ， 我 要 你 來 製作,為什麼 ？,曼哈頓戀習曲
為什麼 ？,因為 我 就 是 要,曼哈頓戀習曲
因為 我 就 是 要,我 可以 搞定 弦樂 ， 但 我們 需要 鋼琴,曼哈頓戀習曲
世上 第一 台 移動式 捷豹 錄音室 出爐,太天 才 了    你 想 去 哪 ？,曼哈頓戀習曲
太天 才 了    你 想 去 哪 ？,我們 需要 樂手,曼哈頓戀習曲
我們 需要 樂手,閒 到 發慌 的 樂手,曼哈頓戀習曲
閒 到 發慌 的 樂手,在 那 之後 ， 我 想,曼哈頓戀習曲
他 從 五 歲 就 開始 拉 小提琴,嚴格 來 說 是 四 歲,曼哈頓戀習曲
嚴格 來 說 是 四 歲,四 歲,曼哈頓戀習曲
四 歲,這 是 他 姊姊 瑞秋,曼哈頓戀習曲
太 厲害 了,事情 是 這樣 的,曼哈頓戀習曲
我 沒辦法 付 你們 薪水,所以 打算 讓 你們 抽成,曼哈頓戀習曲
所以 打算 讓 你們 抽成,可以 接受 嗎 ？,曼哈頓戀習曲
可以 接受 嗎 ？,好 呀 ， 只要 不 是 他媽的 韋瓦第,曼哈頓戀習曲
好 呀 ， 只要 不 是 他媽的 韋瓦第,這 不 是 他媽的 韋瓦第,曼哈頓戀習曲
這 不 是 他媽的 韋瓦第,太 棒 了 ， 真的 太 棒 了,曼哈頓戀習曲
太 棒 了 ， 真的 太 棒 了,絕對 需要 鋼琴 在 下面 幫 吉他 打底,曼哈頓戀習曲
沒 問題 ， 我 喜歡 這 點子,史提夫 ， 太 美 了,曼哈頓戀習曲
柴克 ， 發生 什麼 事 了 ？,我 不 幹 了,曼哈頓戀習曲
女孩 們 ， 祝 妳們 好運,保持 聯絡,曼哈頓戀習曲
等 我們 進入 吉他 獨奏 時,我 要 它 變成 截然不同 的 樂風,曼哈頓戀習曲
我 要 它 像是 龐克 遇上 流行樂,然後 好好 享受,曼哈頓戀習曲
啊 ， 他 回來 了,阿丹 ， 近來 可 好 ？,曼哈頓戀習曲
給 我 一點 愛 吧 ， 老兄,這 就是了 ， 嘻哈 天堂,曼哈頓戀習曲
這 就是了 ， 嘻哈 天堂,我 很 高興 見到 你,曼哈頓戀習曲
給 我 抱 一 個 ， 雖然 我 不 認識 妳,這 是 葛莉塔    哈囉,曼哈頓戀習曲
再 抱 一 個    再 抱 一 個 ？,你 都 上 哪 去 了 ？ 至少 兩 年 沒 見 了,曼哈頓戀習曲
你 都 上 哪 去 了 ？ 至少 兩 年 沒 見 了,我 可 不 喜歡 這樣,曼哈頓戀習曲
有點 跟 圈子 脫節 ， 做 點 這 個 那 個 的,等待 下 一 步 ， 捕捉 下 一 次 鼓動,曼哈頓戀習曲
等待 下 一 步 ， 捕捉 下 一 次 鼓動,我 知道 你 有 很多 要 證明 ， 對 嗎 ？,曼哈頓戀習曲
我 知道 你 有 很多 要 證明 ， 對 嗎 ？,一直 伺機而動 ， 尋找 新 的 聲音,曼哈頓戀習曲
一直 伺機而動 ， 尋找 新 的 聲音,我們 可 不 是 來 胡鬧 的,曼哈頓戀習曲
我們 可 不 是 來 胡鬧 的,如果 它 不 是 對 的 ， 那 就 是 錯 的,曼哈頓戀習曲
如果 它 不 是 對 的 ， 那 就 是 錯 的,路 還 很 長 ， 下 一 步 才 決定 你 的 力量,曼哈頓戀習曲
路 還 很 長 ， 下 一 步 才 決定 你 的 力量,怎麼樣 ？,曼哈頓戀習曲
怎麼樣 ？,就 是 這麼 回 事,曼哈頓戀習曲
幹 ， 那 真 有如 神靈 附體,你 懂 我 的,曼哈頓戀習曲
你 懂 我 的,我 很 高興 能 見到 你 ， 老兄,曼哈頓戀習曲
我 很 高興 能 見到 你 ， 老兄,胖 吉米 ， 你 有沒有 記下來 ？,曼哈頓戀習曲
胖 吉米 ， 你 有沒有 記下來 ？,有 ， 我 搞定 了,曼哈頓戀習曲
有 什麼 事 是 我 可以 幫忙 的 ， 兄弟 ？,戶外 專輯 ！ 這 他媽的 太 瘋狂 了,曼哈頓戀習曲
戶外 專輯 ！ 這 他媽的 太 瘋狂 了,我 真 希望 自己 能夠 先 想到,曼哈頓戀習曲
我 需要 樂手 ， 需要 貝斯手 跟 鼓手,我 有 很多 樂手,曼哈頓戀習曲
我 有 很多 樂手,問題 是 我們 請不起 人,曼哈頓戀習曲
問題 是 我們 請不起 人,去 他 的 ， 我 來 付,曼哈頓戀習曲
為什麼 ？,什麼 為什麼 ？ 當然 是 為了 他,曼哈頓戀習曲
什麼 為什麼 ？ 當然 是 為了 他,這 是 一定 要 的,曼哈頓戀習曲
這 是 一定 要 的,來 嘛 ， 讓 妳 的 火辣 身材 下下水,曼哈頓戀習曲
來 嘛 ， 讓 妳 的 火辣 身材 下下水,別 碰 我 ， 我 會 殺 了 你,曼哈頓戀習曲
她 是 英國人 ， 有一點 放 不 開,祝 妳 專輯 順利 ， 葛莉塔    謝謝,曼哈頓戀習曲
祝 妳 專輯 順利 ， 葛莉塔    謝謝,妳 在 這裡 看到 的 這些 豪宅 名 車,曼哈頓戀習曲
妳 在 這裡 看到 的 這些 豪宅 名 車,一切 都 是 拜 他 之 賜,曼哈頓戀習曲
一切 都 是 拜 他 之 賜,我 永遠 不會 忘記 這 點,曼哈頓戀習曲
我 懂    妳 不可能 懂,像 他 這樣 走上 幾 年 楣運 之後,曼哈頓戀習曲
像 他 這樣 走上 幾 年 楣運 之後,人們 會 忘記 他 真正 的 面貌,曼哈頓戀習曲
不再 對 他 以 禮 相待 ， 懂 嗎 ？,他 說 的 任何 話 都 是 狗屎,曼哈頓戀習曲
他 說 的 任何 話 都 是 狗屎,謝 了    好,曼哈頓戀習曲
謝 了    好,掰    掰,曼哈頓戀習曲
掰    掰,不管 你 需要 什麼 ， 好 嗎 ？,曼哈頓戀習曲
我 愛 你 ， 老兄 ， 謝謝,我 喜歡 她,曼哈頓戀習曲
我 喜歡 她,你 是 說真的 嗎 ？ 你 有 在 聽 嗎 ？,曼哈頓戀習曲
我們 還是 要 用 ， 一定 會 很 棒,你 是 個 天才 ， 我 沒 什麼 好 怕 了,曼哈頓戀習曲
你 聽 不 見 我 聽到 的 東西,你 會 讓 一切 成真 ， 我 愛 死 了,曼哈頓戀習曲
你 會 讓 一切 成真 ， 我 愛 死 了,有 收到 嗎 ？,曼哈頓戀習曲
有 收到 嗎 ？,那些 小鬼 的 聲音 會 塞滿 整 首 歌,曼哈頓戀習曲
那些 小鬼 的 聲音 會 塞滿 整 首 歌,給 我    你 聽 就 知道 了,曼哈頓戀習曲
拿 著,孩子 們 ， 唷 ！,曼哈頓戀習曲
孩子 們 ， 唷 ！,讓 我 瞧瞧,曼哈頓戀習曲
我們 正在 錄 一 首 歌,我 需要 你們 安靜 五 分鐘,曼哈頓戀習曲
我 需要 你們 安靜 五 分鐘,想 都 別 想 ， 老兄,曼哈頓戀習曲
我 會 付 你們 錢,多少 ？    每 個 人 一 塊,曼哈頓戀習曲
多少 ？    每 個 人 一 塊,你 真 會 說笑 ， 五 塊,曼哈頓戀習曲
你們 所有人 總共 五 塊,好 吧 ， 兩 塊 ！ 每 個 人 兩 塊,曼哈頓戀習曲
好 吧 ， 兩 塊 ！ 每 個 人 兩 塊,免談,曼哈頓戀習曲
免談,好 吧 ， 每 個 人 五 塊,曼哈頓戀習曲
好 吧 ， 每 個 人 五 塊,給 我們 每 個 人 五 塊 跟 五 根 棒棒糖,曼哈頓戀習曲
給 我們 每 個 人 五 塊 跟 五 根 棒棒糖,外加 一 包 菸 跟 打火機,曼哈頓戀習曲
我 給 你們 每 個 人 一 根 煙,再 給 你們 一 盒 火柴 ， 可以 嗎 ？,曼哈頓戀習曲
好,好 吧 ， 你們 會 唱歌 嗎 ？,曼哈頓戀習曲
當 你 正 沉睡 ， 而 我 在 外頭 漫步,有 些 聲音 開始 說話,曼哈頓戀習曲
有 些 聲音 開始 說話,而 他們 不肯 停下來,曼哈頓戀習曲
而 他們 不肯 停下來,四周 都 是 徵兆,曼哈頓戀習曲
四周 都 是 徵兆,讓 我 的 腦袋 開始 加速,曼哈頓戀習曲
你 一直 都 是 對 的,有 些 事情 得 改變,曼哈頓戀習曲
有 些 事情 得 改變,等一下,曼哈頓戀習曲
等一下,等一下 ， 那 不 是 獻給 我 的,曼哈頓戀習曲
等一下 ， 那 不 是 獻給 我 的,等一下,曼哈頓戀習曲
等一下,因為 一切 都 這麼 順心 如意,曼哈頓戀習曲
因為 一切 都 這麼 順心 如意,順心 如意,曼哈頓戀習曲
順心 如意,我們 又 重回 街頭,曼哈頓戀習曲
我們 又 重回 街頭,為了 一 首 值得 唱 的 歌曲,曼哈頓戀習曲
為了 一 首 值得 唱 的 歌曲,象徵 敗北 的 流血 鼻子,曼哈頓戀習曲
象徵 敗北 的 流血 鼻子,為什麼 你 的 勝利 鐘聲 響起 ？,曼哈頓戀習曲
生命 轉 了 個 方向,為了 你 不停 追逐 的 東西,曼哈頓戀習曲
你 一直 都 是 對 的,但 我 才 是 需要 改變 的 人,曼哈頓戀習曲
但 我 才 是 需要 改變 的 人,等一下,曼哈頓戀習曲
等一下,等一下 ， 那 不 是 獻給 我 的,曼哈頓戀習曲
等一下 ， 那 不 是 獻給 我 的,等一下,曼哈頓戀習曲
等一下,因為 一切 都 這麼 順心 如意,曼哈頓戀習曲
因為 一切 都 這麼 順心 如意,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,沒 錯 ！ 沒 錯 ！ 就是 這樣,曼哈頓戀習曲
老天 ， 那 是 帝國 大廈 嗎 ？,沒 錯 ， 就 在 這裡,曼哈頓戀習曲
沒 錯 ， 就 在 這裡,設 在 這邊 ， 面向 那裡,曼哈頓戀習曲
設 在 這邊 ， 面向 那裡,這裡 很 棒    真的 很 棒,曼哈頓戀習曲
這裡 很 棒    真的 很 棒,風 沒 問題 吧 ？,曼哈頓戀習曲
風 沒 問題 吧 ？,不會 太 吵 ， 我 想 沒 問題,曼哈頓戀習曲
不會 太 吵 ， 我 想 沒 問題,我們 還可以 偷看 別人 的 窗戶,曼哈頓戀習曲
我們 還可以 偷看 別人 的 窗戶,妳 要 跟 我 一起 去 接 薇歐莉 嗎 ？,曼哈頓戀習曲
兄弟 ， 收下 吧,非常 感謝 你,曼哈頓戀習曲
就 是 她,她 就是 我 跟 妳 說 的 創作 歌手 葛莉塔,曼哈頓戀習曲
她 就是 我 跟 妳 說 的 創作 歌手 葛莉塔,我 女兒 薇歐莉    妳 好,曼哈頓戀習曲
那 個 穿 藍 襯衫 的 可愛 男孩 是 誰 ？,葛雷格 ， 妳 注意到 他 了 ？,曼哈頓戀習曲
當然 ， 誰 不會 注意到 ， 他 這麼 可口,我 完全 配不上 他,曼哈頓戀習曲
我 完全 配不上 他,妳 配不上 他 ？,曼哈頓戀習曲
妳 配不上 他 ？,他 看起來 不 像 妳 配不上 的 對象,曼哈頓戀習曲
他 看起來 不 像 妳 配不上 的 對象,別 理 他 就 好,曼哈頓戀習曲
別 理 他 就 好,要 怎麼 讓 別人 注意到 妳 不理 他,曼哈頓戀習曲
如果 他 自己 就 沒 在 理 妳 ？,他 沒有 不理 妳 ， 妳 這麼 漂亮,曼哈頓戀習曲
他 知道 妳 的 存在 ， 只 是 在 兩 面 下 注,但 妳 得 確定 自己 真的 喜歡 他,曼哈頓戀習曲
但 妳 得 確定 自己 真的 喜歡 他,而 不 只 是 某 個 在 學校 作伴 的 對象,曼哈頓戀習曲
而 不 只 是 某 個 在 學校 作伴 的 對象,不 ， 我 真的 喜歡 他,曼哈頓戀習曲
不 ， 我 真的 喜歡 他,那 妳 得 想 辦法 讓 他 約 你 出來,曼哈頓戀習曲
那 妳 得 想 辦法 讓 他 約 你 出來,對 ， 但 要 怎麼 做 ？,曼哈頓戀習曲
對 ， 但 要 怎麼 做 ？,首先 ， 不要 把 自己 打扮 得 很 好 到手,曼哈頓戀習曲
首先 ， 不要 把 自己 打扮 得 很 好 到手,我 以為 這麼 穿 會 有點 性感,曼哈頓戀習曲
的確 有點 性感 ， 非常 、 非常 性感,但 沒 什麼 想像 空間 ， 妳 懂 嗎 ？,曼哈頓戀習曲
但 沒 什麼 想像 空間 ， 妳 懂 嗎 ？,也許 吧,曼哈頓戀習曲
也許 吧,妳 想 去 逛街 嗎 ？,曼哈頓戀習曲
妳 想 去 逛街 嗎 ？,我 想,曼哈頓戀習曲
我 想,是 嗎 ？    沒 錯,曼哈頓戀習曲
是 嗎 ？    沒 錯,很 好,曼哈頓戀習曲
很 好,我們 要 去 逛街,曼哈頓戀習曲
謝謝 妳    謝謝 妳,祝 妳 專輯 順利 ， 聽起來 很 酷,曼哈頓戀習曲
謝 啦,妳 有 鑰匙 嗎 ？,曼哈頓戀習曲
在 這,嘿 ， 妳 應該 來 幫 我們 唱 一 首 歌,曼哈頓戀習曲
我 不會 唱歌,我 會 彈 一點 吉他,曼哈頓戀習曲
很 簡單 的 ， 妳 應該 來 一起 彈,可以 嗎 ， 爸 ？,曼哈頓戀習曲
可以 嗎 ， 爸 ？,我 得 想 一 想,曼哈頓戀習曲
我 得 想 一 想,妳 在 幹嘛 ？ 這樣 可 不 好,曼哈頓戀習曲
嗯 ？,嗨 ， 寶貝,曼哈頓戀習曲
嗨 ， 寶貝,薇歐莉 在 哪 ？,曼哈頓戀習曲
薇歐莉 在 哪 ？,她 在 …,曼哈頓戀習曲
她 在 …,薇歐莉 ？,曼哈頓戀習曲
薇歐莉 ？,聽 著 ， 我 在 想,曼哈頓戀習曲
聽 著 ， 我 在 想,她 週四 能不能 來 幫 我們 錄 吉他 ？,曼哈頓戀習曲
她 週四 能不能 來 幫 我們 錄 吉他 ？,她 吉他 彈 得 很 爛,曼哈頓戀習曲
我 想 她 不會 有 問題 的,她 什麼 時候 … ？,曼哈頓戀習曲
五點 ， 妳 可以 載 她 來 嗎 ？,看 你 呀,曼哈頓戀習曲
我 再 給 妳 地址 ， 妳 何不 一起 來 ？,來 嘛    休想,曼哈頓戀習曲
來 嘛    休想,來 嘛 ， 會 很 好玩 的,曼哈頓戀習曲
來 嘛 ， 會 很 好玩 的,我 希望 妳 能 來,曼哈頓戀習曲
我 希望 妳 能 來,我 會 再 考慮,曼哈頓戀習曲
我 會 再 考慮,也許 我 會 去    謝謝,曼哈頓戀習曲
也許 我 會 去    謝謝,掰,曼哈頓戀習曲
今天 能 見到 你 跟 薇歐莉 真 好,不能 常常 見到 她 ， 一定 不 好受,曼哈頓戀習曲
不能 常常 見到 她 ， 一定 不 好受,對 ， 這 是 …,曼哈頓戀習曲
對 ， 這 是 …,你 為什麼 不 這麼 做 呢 ？,曼哈頓戀習曲
你 為什麼 不 這麼 做 呢 ？,她 很 顯然 需要 自己 的 父親 待在 身旁,曼哈頓戀習曲
她 很 顯然 需要 自己 的 父親 待在 身旁,妳 現在 是 他媽的 社工 啦 ？,曼哈頓戀習曲
不 ， 我 只是 說,你 的 離開 一定 帶來 很多 壓力,曼哈頓戀習曲
你 的 離開 一定 帶來 很多 壓力,尤其 她 還 這麼 希望 你 能 在 她 身旁,曼哈頓戀習曲
尤其 她 還 這麼 希望 你 能 在 她 身旁,我 要 閃 了 ， 明天 早上 見,曼哈頓戀習曲
去 他 的,丹 ？,曼哈頓戀習曲
丹 ？,聽 著 ， 我 很 抱歉,曼哈頓戀習曲
聽 著 ， 我 很 抱歉,我 很 抱歉,曼哈頓戀習曲
我 很 抱歉,妳 想 怎樣 ？ 妳 在 玩 什麼 遊戲 ？,曼哈頓戀習曲
妳 想 怎樣 ？ 妳 在 玩 什麼 遊戲 ？,這 是 什麼 意思 ？,曼哈頓戀習曲
這 是 什麼 意思 ？,我 只是 …,曼哈頓戀習曲
我 只是 …,怎樣 ？,曼哈頓戀習曲
怎樣 ？,我 今天 看到 她 有 多麼 討人喜歡,曼哈頓戀習曲
我 今天 看到 她 有 多麼 討人喜歡,而 我 很 同情 你 不能 待在 她 身旁,曼哈頓戀習曲
妳 認為 我 之所以 結束 那 段 婚姻,只 因為 我 是 個 自私 沮喪 的 混球,曼哈頓戀習曲
寶貝 ， 寶貝,妳 現在 完全 顯現出 自己 的 年紀 了,曼哈頓戀習曲
還 痴痴 等待 ， 那 是 妳 自己 的 問題,不 ， 我 很 抱歉 ， 你 說 得 對,曼哈頓戀習曲
但 我 不會 只 因為 小小 阻礙 就 離開,小小 阻礙 ？,曼哈頓戀習曲
小小 阻礙 ？,我 之所以 離開 是 因為 我 精神 崩潰 了,曼哈頓戀習曲
而 我人 在 這裡 照顧 我 的 小孩 ！,妳 完全 不 知道 自己 在 說 什麼 ！,曼哈頓戀習曲
妳 完全 不 知道 自己 在 說 什麼 ！,妳 什麼 都 不 知道 ！,曼哈頓戀習曲
頓時 天雷 勾動 地 火,他們 約好 要 回來 告訴 自己 的 伴侶,曼哈頓戀習曲
所以 我 去 機場 接 她 回來,她 就 把 來龍去脈 全 都 告訴 我 了,曼哈頓戀習曲
她 就 把 來龍去脈 全 都 告訴 我 了,隔天 ， 她 的 行李 全 都 打包 好,曼哈頓戀習曲
隔天 ， 她 的 行李 全 都 打包 好,我們 告訴 薇歐莉 是 怎麼 一 回 事,曼哈頓戀習曲
我們 告訴 薇歐莉 是 怎麼 一 回 事,所以 最後 怎麼 了 ？,曼哈頓戀習曲
他 打退堂鼓 ， 坐 飛機 回到 他 的 生活,關掉 手機 ， 她 再 也 沒收到 他 的 消息,曼哈頓戀習曲
關掉 手機 ， 她 再 也 沒收到 他 的 消息,我 搬到 另 一 間 臥房 去,曼哈頓戀習曲
而 我 變成 了 一 個 …,我 有一點 失去 了 控制,曼哈頓戀習曲
我 有一點 失去 了 控制,我 很 抱歉,曼哈頓戀習曲
我 很 抱歉,不用 抱歉,曼哈頓戀習曲
不用 抱歉,也許 音樂 產業 裡 的 人們,曼哈頓戀習曲
當不了 好 伴侶 或 好 父親,對 ， 看來 的確 如此,曼哈頓戀習曲
對 ， 看來 的確 如此,不 是 指 父親 的 部份 ， 你 是 個 好 父親,曼哈頓戀習曲
不 是 指 父親 的 部份 ， 你 是 個 好 父親,是 呀    也許 不 是 個 好 伴侶,曼哈頓戀習曲
那 是 什麼 ？,這 個 ？ 這 是 分接器,曼哈頓戀習曲
這 個 ？ 這 是 分接器,讓 兩 支 耳機 同時 插 在一起,曼哈頓戀習曲
讓 兩 支 耳機 同時 插 在一起,那 是 用 在 我 跟 米莉安 的 初次 約會,曼哈頓戀習曲
真的 ？,你們 是 在 哪裡 相遇 的 ？,曼哈頓戀習曲
你們 是 在 哪裡 相遇 的 ？,我們 走遍 了 整 座 城市 ， 聽 著 隨身聽,曼哈頓戀習曲
我們 走遍 了 整 座 城市 ， 聽 著 隨身聽,整 個 晚上 ， 我們 沒 說上 幾 句 話,曼哈頓戀習曲
整 個 晚上 ， 我們 沒 說上 幾 句 話,那 是 除夕夜 ， 我們 兩 個 月 後 結 了 婚,曼哈頓戀習曲
那 是 除夕夜 ， 我們 兩 個 月 後 結 了 婚,真 美好,曼哈頓戀習曲
真 美好,妳 手機 裡 有 哪些 音樂 ？,曼哈頓戀習曲
妳 手機 裡 有 哪些 音樂 ？,我 才 不要 讓 你 看 我 的 音樂庫,曼哈頓戀習曲
我 才 不要 讓 你 看 我 的 音樂庫,裡面 有 很多 丟臉 的 個人 私藏,曼哈頓戀習曲
我 的 也 是,光 是 看 音樂 清單 ， 就 能 看出 一 個 人,曼哈頓戀習曲
我 知道 你 辦 得 到 ， 所以 我 才 擔心,所以 我們 到底 要不要 這麼 做 ？,曼哈頓戀習曲
所以 我們 到底 要不要 這麼 做 ？,好 ， 來 吧,曼哈頓戀習曲
這 真 是 個 很 棒 的 選擇,好 耶,曼哈頓戀習曲
好 耶 ， 好 耶   太 棒 了,不 ， 我 忘 了 歌詞 ！,曼哈頓戀習曲
不 ， 我 忘 了 歌詞 ！,好 吧 ， 我們 非得 跳舞 不可,曼哈頓戀習曲
好 吧 ， 我們 非得 跳舞 不可,什麼 ？    我們 得 跳舞 ！,曼哈頓戀習曲
好 吧 ， 我們 得 跳舞    我們 得 跳舞,走 這邊 ， 我 知道 一 家 店,曼哈頓戀習曲
我 怕 你 會 覺得 這 有點 太 俗氣,但 這 是 我 最愛 的 電影 中 最愛 的 歌,曼哈頓戀習曲
但 這 是 我 最愛 的 電影 中 最愛 的 歌,準備好 了 嗎 ？,曼哈頓戀習曲
這 就 是 我 為什麼 如此 熱愛 音樂,什麼 ？,曼哈頓戀習曲
突然 全 都 變成 美麗 的 珍珠,全 都 是 因為 音樂,曼哈頓戀習曲
我 得 說 ， 隨著 我 年紀 增長,這些 珍珠 顯得 越來越 罕見 了,曼哈頓戀習曲
這些 珍珠 顯得 越來越 罕見 了,滄海 遺珠 ？,曼哈頓戀習曲
滄海 遺珠 ？,你 得 更 努力 挖掘 ， 才 能 找到 珍珠,曼哈頓戀習曲
你 得 更 努力 挖掘 ， 才 能 找到 珍珠,現在 這 一 刻 就 是 顆 珍珠 ， 葛莉塔,曼哈頓戀習曲
現在 這 一 刻 就 是 顆 珍珠 ， 葛莉塔,的確 如此 ， 不 是 嗎 ？,曼哈頓戀習曲
的確 如此 ， 不 是 嗎 ？,這 一切 都 是 珍珠,曼哈頓戀習曲
嗨 ， 大夥 們,嗨,曼哈頓戀習曲
嗨,哈囉 ， 史提夫,曼哈頓戀習曲
哈囉 ， 史提夫,來 瞧瞧 ， 妳 男友 才 剛 摘下 音樂 大獎,曼哈頓戀習曲
來 瞧瞧 ， 妳 男友 才 剛 摘下 音樂 大獎,不可能    妳 不會 相信 的,曼哈頓戀習曲
不可能    妳 不會 相信 的,看 他 對 自己 的 臉 做 了 什麼,曼哈頓戀習曲
看 他 對 自己 的 臉 做 了 什麼,哇 ， 真 謝謝 你們,曼哈頓戀習曲
哇 ， 真 謝謝 你們,我 有點 說 不 出 話 ， 太 不可思議 了,曼哈頓戀習曲
我 有點 說 不 出 話 ， 太 不可思議 了,這 證明 了 即使 是 默默無聞 的 小夥子,曼哈頓戀習曲
這 證明 了 即使 是 默默無聞 的 小夥子,只要 追尋 自己 的 夢想 就 有 可能 成功,曼哈頓戀習曲
只要 追尋 自己 的 夢想 就 有 可能 成功,我 一直 對著 洗髮精瓶 練習 這 段 謝詞,曼哈頓戀習曲
我 一直 對著 洗髮精瓶 練習 這 段 謝詞,整整 一 輩子,曼哈頓戀習曲
整整 一 輩子,天啊 ， 謝謝 你們,曼哈頓戀習曲
天啊 ， 謝謝 你們,真 漂亮 的 鬍子 ， 你 這 個 王八蛋,曼哈頓戀習曲
我們 從 沒 做 過 這些 夢想,我 不 記得 這些 夢想,曼哈頓戀習曲
我 不 記得 這些 夢想,妳 怎麼 知道 ？,曼哈頓戀習曲
妳 怎麼 知道 ？,因為 我 了解 他,曼哈頓戀習曲
因為 我 了解 他,也許 這些 夢想 很 私人,曼哈頓戀習曲
也許 這些 夢想 很 私人,也許 他 只是 沒有 跟 妳 說,曼哈頓戀習曲
也許 他 只是 沒有 跟 妳 說,我 過去 五 年 來 到底 是 跟 誰 同居 ？,曼哈頓戀習曲
只是 他 沒 察覺 ， 當時 對 他 還 不 重要,但 他 現在 察覺 了 ， 我 得 告訴 妳,曼哈頓戀習曲
這些 人 對 此 無法 自拔,他們 愛上 了 音樂 跟 聚光燈,曼哈頓戀習曲
他們 愛上 了 音樂 跟 聚光燈,他們 愛上 了 巡迴 、 迷妹 ， 那 類 狗屎,曼哈頓戀習曲
他們 愛上 了 巡迴 、 迷妹 ， 那 類 狗屎,而 不管 他 多麼 努力 嘗試,曼哈頓戀習曲
而 不管 他 多麼 努力 嘗試,他 永遠 都 無法 讓 女人 幸福,曼哈頓戀習曲
他 永遠 都 無法 讓 女人 幸福,好 了 ， 明天 早上 見,曼哈頓戀習曲
好 了 ， 明天 早上 見,到時 見,曼哈頓戀習曲
他 看起來 像 個 混球,他 為什麼 要 留 鬍子 ？,曼哈頓戀習曲
我 告訴 妳 他 為什麼 留 鬍子,因為 他 想 讓 自己 好像 沒 注意到 一樣,曼哈頓戀習曲
因為 他 想 讓 自己 好像 沒 注意到 一樣,「 喔 ！ 我 長 了 鬍子 ！ 」,曼哈頓戀習曲
「 喔 ！ 我 長 了 鬍子 ！ 」,「 我 忙著 沉浸 在 音樂 創作 上 」,曼哈頓戀習曲
「 我 忙著 沉浸 在 音樂 創作 上 」,「 沒 發現 鬍子 長 得 跟 脖子 一樣 粗 」,曼哈頓戀習曲
「 沒 發現 鬍子 長 得 跟 脖子 一樣 粗 」,這 聽起來 也許 會 很 俗氣,曼哈頓戀習曲
這 聽起來 也許 會 很 俗氣,但 我 像 傻子 一樣 地 愛 著 他,曼哈頓戀習曲
但 我 像 傻子 一樣 地 愛 著 他,我 不 覺得 這 很 俗氣,曼哈頓戀習曲
我 覺得 這 聽起來 像是 一 首 很 棒 的 歌,是 嗎 ？,曼哈頓戀習曲
是 嗎 ？,這 聽起來 像是 一 首 歌,曼哈頓戀習曲
這 聽起來 像是 一 首 歌,我 覺得 妳 應該 馬上 把 它 寫下來,曼哈頓戀習曲
我 正在 無敵 狀態,不要 說 得 像是 做作 的 英國 女郎,曼哈頓戀習曲
